ResourceID,EventUID,RecordType,Name Type,Name,DateFrom,DateTo,Description Type,Description,Notes
75298300-783f-41f6-9e7f-2cf9f597ff82,ELO15387,Backlog Report,Primary,Event/Activity at Old Fold Manor Golf Course,2015-11-02,2015-11-06,Full,"An archaeological metal detector survey was undertaken on Old Fold Manor Golf Course between the 2nd to 6th November 2015 by the University of Huddersfield. The site lies on the Registered Battlefield of Barnet which was fought in 1471.  73 artefacts of archaeological interest were recovered, however, none are thought to relate to the battle.",A GIS polygon was drawn over the approximate area of the survey. Mapped at 1:1250 using OS MasterMap as a base.
752bb6bf-46bb-466e-b276-0e0c180cdfea,ELO17496,Backlog Report - Invisible,Primary,Event/Activity at Lesser Barn,2013-01-01,2013-12-31,Backlog,No description is currently available for this record.  Awaiting update.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
753066c4-151b-48f2-a1ac-12b1f9042bb4,ELO14523,Backlog Report,Primary,Event/Activity at Centaur Minicoaches,2002-01-01,2002-12-31,Full,"An archaeological desk-based assessment was undertaken in 2002 by PRM Archaeology in advance of a proposed development at Centaur Coaches, Bull Alley (between 29 and 31 Welling High Street), Welling.  The Bull Alley is located to the north of the suspected line of the Roman Road 'popularly refered to as Watling Street' which runs through Welling. The report concluded that the archaeological evidence across the eastern side of Welling clearly demonstrated that during the Roman period there was some form of isolated farm or small settlement activity across the area. This appeared to have been laid out alongside the Roman Road. Associated with the settlement activities were a number of cremation burials, probably positioned along the edge of the settlement.  From the historical and cartographic evidence across the Welling area, it appears that up until the maps of c.1769 and 1778, the Bull Alley site may have been within the confines of an Early Medieval village at Welling, which was surrounded by open field systems, heath-land and woodland. By later OS maps, Welling and Bexleyheath had started to develop out to the east and west along the line of the Old Roman Road. Once this was established, the villlage spread out to the north and south beyond the line of the road.  Further archaeological investigation was recommended as taking the form of a watching brief during groundworks.","A GIS polygon was created over the estimated area of the site. No grid references were supplied within the original report, therefore the site was found using mapping software, and a polygon was created based upon the limited description provided in the literature of the report. The polygon was created at a scale of 1:800 using the OS MasterMap as a base."
75439b06-b363-4eb3-8fce-d213c35c357f,ELO17792,Backlog Report - Invisible,Primary,Event/Activity at Kings Court,2015-01-01,2015-12-31,Backlog,No description is currently available for this record.  Awaiting update.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
754890dd-9d80-4968-933f-8433b402b336,ELO18515,Backlog Report - Invisible,Primary,Event/Activity at Camberwell Green,1993-01-01,1993-12-31,Backlog,No description is currently available for this record.  Awaiting update.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
75495fa4-7419-4a61-852f-eeaeb6bc7f27,ELO16779,Backlog Report,Primary,Evaluation at Embassy Gardens,2015-06-24,2015-06-26,Full,"In 2015 over the course of 8 days Museum of London Arcaheology was commissioned to undertake a geoarchaeological assessment of the Embassy Gardens site, Nine Elms, London.  Twelve terrier rig window samples were drilled across the site. The window sample locations provided up to c 2.5m of Holocene alluvial deposits. The windows samples characterise the site wide deposit sequence as predominantly thin weathered Roman or later alluvium overlying the edge of the Nine Elms Eyot. A small area of deeper, thicker more organic clays in the north and north east edge of the site may represent late Prehistoric pooling-water/wetland to later marginal mudflats.",A GIS Polygon was created over the approximate location of the site using OS MasterMap as a map base at 1:1250
754d4a34-7453-4311-84c5-c66a1bec054d,ELO3286,Backlog Report,Primary,Trial Trench at Fenn Street,1995-01-01,1995-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
755c23bb-bdde-416d-bc04-942778fdb9bf,ELO10814,Backlog Report,Primary,Event/Activity at Langthorne Hospital,1997-02-12,1997-02-14,Backlog,No description is currently available for this record.  Awaiting update.,
758d7b78-a628-43db-83a3-8a22b7fef37f,ELO13093,Backlog Report,Primary,Event/Activity at Upper Richmond Road,2010-10-01,2013-05-30,Full,"A desk based assessment was undertaken in October 2010, and revised in 2013 at 84-88 Upper Richmond Road, Wandsworth by L-P Archaeology.  The site is thought to have been in use for agriculture from the Early Medieval to the late 19th Century. Overall the site was thought to have a low archaeological potential.",A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as abase.
75a66018-5bac-44b4-8af7-473bbec4fd4d,ELO9469,Backlog Report,Primary,Event/Activity at Lloyds Registry Building,1992-06-01,1992-06-30,Backlog,No description is currently available for this record.  Awaiting update.,
75aeb342-484d-4d1b-84d5-2b8c64ddabb0,ELO14945,Backlog Report,Primary,Event/Activity at Hungerford Bridge,1996-05-01,1996-05-31,Full,Dredged material from the Hungerford Bridge was examined by Museum of London Archaeology Services in May 1996. The retrieved archaeological material was almost exclusively modem. Roman pottery material was abraded and found in quite a wide distribution over the site.,A GIS point was created from a central grid reference plotted at a scale of 1:1200 using OS MasterMap data as a base.
75bb6214-2cc4-4fa5-b5ba-dcd1702d4ea0,ELO10831,Backlog Report,Primary,Event/Activity at Masthouse Terrace,1995-03-01,1995-03-31,Backlog,No description is currently available for this record.  Awaiting update.,
75bbec7a-3b71-4ce1-a9de-c44dbd1becb2,ELO17906,Backlog Report,Primary,Desk Based Assessment at New Oxford Street,2017-08-01,2017-08-31,Full,"In August 2017 Pegasus Planning Group were commissioned to carry out a Heritage Assessment of the proposed alterations to 118-132 New Oxford Street.  The building is Grade II listed, built as the flagship store of 'Burtons' and designed by Harry Wilson in 1928-1930. Additionally, the building is on the edge of the Bloomsbury Conservation Area. The existing shopfront is a modern insertion. Consequently, the modern shopfront is of no historic interest. The only element of historic interest on the ground floor was deemed to be the retained piece of original shopfront, which fronts onto Bainbridge Street. Internally, the shop has been refitted many times and the plan form is therefore of no historic interest. An original secondary staircase is, however, still present.  The application site is a landmark building, which contributes to the significance of the Conservation Area due to its location, scale and architectural detailing. However, it was concluded that the modern shopfronts do not contribute to the character and appearance of the Conservation Area and are at odds with the detailing of the upper floors.  Overall it was considered that the proposed alterations are an acceptable form of development. The proposals would enhance the character and appearance of the Conservation Area and the setting of other listed buildings in the area. There is not thought to be any harm to the Listed Building.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
75c9870a-0bd7-4e27-8949-ba394383b39b,ELO4470,Backlog Report,Primary,Trial Trench at Steadfast Sea Cadets,1996-10-09,1996-09-30,Backlog,No description is currently available for this record.  Awaiting update.,
75d7fbee-bfad-4f55-a327-da7a42585679,ELO14930,Backlog Report,Primary,Event/Activity at Philpot Street,2014-11-01,2014-11-30,Full,"AOC Archaeology Group undertook a geophysical survey to investigate the potential for buried archaeological remains at Philpot Street, Whitechapel, Tower Hamlets, London. A ground penetrating radar (GPR) survey covered an area of approximately 1.5 ha of the site. A series of rectilinear anomalies which potentially relate to structural remains were detected, as well as two small rectilinear anomalies encompassing a void which could signify the presence of graves. As well as identifying anomalies with a possible archaeological significance, the GPR results have also identified various modern features such as the network of utilities and service pipes running beneath the site.",A polygon covering the approximate area of the site was created at a scale of 1:500 using OS MasterMap data as a base.
75e6a84b-47d8-4919-a065-244dbf850f7a,ELO17985,Backlog Report,Primary,Desk Based Assessment at Adams Industrial Estate,2016-04-01,2016-04-30,Full,"CgMs Consulting conducted a desk based assessment of Adams Industrial Estate in 2016. It was suggested that there was a low archaeological potential for archaeological remains of all periods. 19th Century quarrying and the construction of the present buildings on the site are thought to have impacted any possible archaeological remains.  The site has been common land and industrial lands for most of history. The nearest Prehistoric find is c.1km away. Similarly the nearest Early Medieval find was recorded c.1km away.  By the 1866 OS map, a house and garden were located in the north west corner of the site. This had been removed by the 1897 map.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
75fc26cf-3f98-42eb-b206-37f6d5c2f27e,ELO17823,Backlog Report,Primary,Trial Trench at Southwark Street,2013-10-10,2013-11-15,Full,"Pre-Construct Archaeology Limited were commissioned to undertake an archaeological evaluation at 55 Southwark Street between 10th October 2013 and 15th November 2013.  The evaluation comprised 2 large stepped trenches which covered a combined area of 375m squared at surface level. The trench in the southwest corner of the site (Trench 1) revealed a substantial building complex dating from the 17th and 18th Centuries. It is thought these buildings were demolished prior to the construction of the railway viaduct which runs to the south of the site. Below these buildings were alluvial deposits were probably deposited in the Medieval period. This alluvium was on top of an embankment, the base of which consisted of late Roman deposits. This river defence was probably constructed or maintained during the Early Medieval or Medieval periods. Evidence of Roman occupation was evident below the embankment.  The second trench (Trench 4) revealed the eastern part of the site had been open ground during the 17th and 18th Centuries. As in the first trench, Medieval alluvium was present beneath this layer but no embankment was recorded. Earlier rivering and man-made deposits sealed a 4th Century Roman ditch. This had been excavated through earlier Roman deposists, including building debris.  A watching brief was also conducted during the removal of a basement and associated wall foundations in the northwest corner of the site. This revealed a substantial timber structure which is thought to date to the Roman period.  Auger holes were also located between the two evaluation trenches and used for a geoarchaeological survey. The geoarchaeological survey was carried out in Trench 1 on the 25/10/2013. This revealed a fluvial system represented by a series of light olive brown alluvial silty clay deposits with darker grey silt bands and laminae. Each band represents a different deposition phase. In the eastern section this sequence of deposition has been disturbed by a construction cut for a Post Medieval wall. There was an attempt to manage the fluvial system with a manmade bank, the management of which has a clear number of phases as the bank failed and was rebuilt.",A GIS polygoon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
