ResourceID,Geometry,External Cross Reference Source,External Cross Reference Number,Event Type,AdminArea,AdminAreaType,Currency,Address Status,Building Name,Building Number SubStreet,SubStreet,Building Number,Street,Locality,Town,Postcode,EventUID,RecordType,Name Type,Name,DateFrom,DateTo,Description Type,Description,Notes
a622e48e-0792-45bd-838e-8c6fb6b79156,,Site Code,VAL 14,Building Survey,Southwark,Borough,Current,Primary,,,,3-5/17-19,Valentine Place,,London,SE1 8QH,ELO17824,Event - Survey,Primary,Building Survey at Valentine Place,2015-02-02,2015-02-05,Full,"In February 2015 Pre-Construct Archaeology Limited was commissioned by CgMs Consulting on behalf of Crest Nicholson London to undertake building recording of nos 3-5 Valentine Place and nos 17-19 Valentine Place/no. 21 Webber Street, London Borough of Southwark SE1 8QH.   Recording was carried out in response to a planning condition for the redevelopment of the site and the demolition or partial demolition (facade retention) of the existing buildings.  Documentary research and building recording established that although the building at no. 1 Valentine Place was demolished in 2010, two date plaques with the date '1886' and initials of Charles Joseph Percival still survive at the south-west and south-east corners of the plot.  Percival operated as a 'provisions merchant and general contractor' from no. 1 Valentine Place in the late 19th Century. In addition, the south boundary wall of the plot once formed the south wall of the former late 19th Century buildings at no. 1 Valentine Place.  The west building at nos 3-5 Valentine Place appears to have been originally built between 1907 and 1916 when it replaced a row of small terraced houses at Angel Place. The 1937-38 and 1939 maps indicate that this building had a glass roof. Building analysis suggests that it was re-roofed with a saw tooth roof in the mid 20th Century. A first floor was added at the front (west) end of the building in the 1960s or 70s  The east building at nos 3-5 Valentine Place is a single storey warehouse constructed in 20th Century Fletton bricks. Map evidence suggests that it was built between 1958 and 1967. The building is late 1950s/early 1960s in appearance. The 1968 Goad plan shows that the buildings at nos 3-5 Valentine Place were a joinery run by Gaskell and Chambers, who made pub and bar fittings.  Documentary research and building recording shows that the building at nos 17-19 Valentine Place/no. 21 Webber Street was built or extensively re-built c.1907 and c.1910. The building replaced former terraced houses and a flour mill on the site. The building still retains some of the footprint of the former buildings on the site. The front elevation of the former terraced houses along Valentine Place and Webber Street was entirely replaced with a new facade in Edwardian neo-classical style fronting the Maltina Bakeries.  Maltina Bakeries Ltd was taken over by the Wonder Baking Company in 1948. In 1965 the building underwent a significant change of use when the Letraset Company took over. It was during the 1960s and 1970s that most of the present layout may have been established on the ground floor. After Letraset left in the early 1980s, the building was subleased to various small businesses and modern plasterboard partitioning was installed.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
a622e48e-0792-45bd-838e-8c6fb6b79156,,OASIS ID,preconst1-204344,,,,,,,,,,,,,,,,,,,,,,
a622e48e-0792-45bd-838e-8c6fb6b79156,,,,,,,,Alternate,,,,21,Webber Street,,,SE1,,,,,,,,,
a622e48e-0792-45bd-838e-8c6fb6b79156,,OASIS ID,preconst1-204344,,,,,,,,,,,,,,,,,,,,,,
a6cdee22-3439-4924-9df8-f2d619bd65d2,,Site Code,PIT12,Trial Trench,Hackney,Borough,Current,Primary,,,,55,Pitfield Street,Shoreditch,London,N1,ELO14105,Event - Intervention,Primary,Trial Trench at Pitfield Street,2012-10-18,2012-10-22,Full,"An evaluation by Archaeology South East between the 18th-22nd October 2012 at 55 Pitfield Street, Shoreditch.  The site comprised two trial trenches. Two pits of 17th-18th Century date and a late 18th-19th Century boundary wall was recorded. Later masonry features were thought to relate to the old picture theatre.   *Natural gravels were observed at 15.85m OD*",A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
a6cdee22-3439-4924-9df8-f2d619bd65d2,,OASIS ID,archaeol6-137175,,,,,,,,,,,,,,,,,,,,,,
a745eeee-aa58-4e46-8609-b3542c33ce12,,,,Test Pit,Enfield,Borough,Current,Primary,Capel Manor,,,,Bullsmoor Lane,,Enfield,,ELO7493,Event - Intervention,Primary,Test Pit at Capel Manor,2000-01-01,2000-12-31,Full,In 2000 Enfield Archaeological Society carried out an evaluation excavation of mound at Capel Manor.  A single machine dug section trench was dug.  No visible stratification or archaeological dating evidence was found.  The mound was therefore interpreted as a landscape feature.,A GIS point was created using the location of the site at a scale of 1:1250 using OS MasterMap as a base.
a76bc487-1471-4ea2-8cec-70ef984bbcf7,,,,Desk Based Assessment,Barnet,Borough,Current,Primary,St Roses Convent & St James' School,,,,Orange Hill Road,Burnt Oak,Edgware,,ELO8934,Event - Interpretation,Primary,Desk Based Assessment at Orange Hill Road,1998-06-01,1998-06-30,Full,A desk based assessment of the historic environment potential of the site.,
a7b6e56a-50fc-4a9c-85aa-94248c592a04,,Site Code,GCC98,Evaluation,City of London,Borough,Current,,,,,,,,,,ELO18151,Event - Intervention,Primary,Evaluation at Christchurch Greyfriars,1998-09-02,1998-09-04,Full,"In September 1998 Museum of London Archaeology Service was commissioned to undertake an evaluation at Christchurch Greyfriars, Newgate Street, London EC1.   The primary aim of the work was to confirm which of the chest tombs and gravestones within the western portion of the disused burial ground are still their original position in light of proposals to create a new pedestrian access across this portion of the site to link the new Merrill Lynch European Headquarters Building with Newgate Street.   Six trial trenches were excavated within the disused Post Medieval burial ground. The evaluation confirmed that both the chest tombs (10 & 11) and another monument (12) are all situated over intact brick-built burial vaults.",
a8814cbd-d230-4e29-8573-f6563f3dd949,,Site Code,VSB06,Watching Brief,City of Westminster,Borough,Current,Primary,Victoria Station,,,,Bressenden Place,,London,SW1,ELO15170,Event - Intervention,Primary,Watching Brief at Victoria Station,2006-01-01,2006-12-31,Full,"A watching brief monitoring three boreholes by Museum of London Archaeology Service at Victoria Station, Bressenden Place, London SW1 in 2006.  Natural gravels in one of three monitored boreholes were found to be higher than in the other two, suggesting an edge of the channel of the Tachbrook stream (a tributary of the River Tyburn) which is known to have crossed the eastern part of the site. They were overlaid by deposits containing undated fragments of building material, with a peaty deposit or ""stable sweepings"" above, sealed by modern material. Modern concrete and backfill overlay natural clay and gravel in the two other boreholes.",
a8a0b5c1-8222-4807-b7a0-0ba529c7a769,,Site Code,BYM00,Open Area Excavation,Southwark,Borough,Current,Primary,,,,151-153,Bermondsey Street,,London,,ELO17886,Event - Intervention,Primary,Open Area Excavation at Bermondsey Street,2000-05-30,2000-06-30,Full,"A full archaeological excavation was undertaken by Pre-Construct Archaeology between May 30th 2000 and June 30th 2000 at 151-153 Bermondsey Street, Southwark. A desk based assessment (September 1999), watching brief (December 1999) and the excavation of evaluation trenches (April 2000) had already been conducted by Pre-Construct Archaeology, establishing the presence of Medieval deposits, Post Medieval walls, and structures and debris relating to the 18th and 19th Century tanning industries and domestic occupation.  Three open trenches were excavated, measuring 180m square (Trench 1), 55m square (Trench 2) and 56m square (Trench 3). Ground level was 3.17m aOD. Seven chronological phases were identified. Phase 1 was represented by peat and alluvial deposits recorded in all three trenches. Phase 2 comprised dumps and structures believe to be of Medieval date. Phase 3 represented Post Medieval occupation fronting on Bermondsey Street. Phase 4 consisted of alluvial deposits dated to the 17th Century, as well as secondary construction and destruction of the Phase 3 structures. Phase 5 indicated 18th Century development of the tanning industry on the site after the demolition of the Phase 3 buildings. Phase 6 comprised a number of floor and dump layers, and two service cuts. Finally, Phase 7 represented the continuation of the tanning industry on site into the 19th Century.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
a8b9fc35-92ac-4e8d-b67d-4a98d1b3a2da,,,,,Southwark,Borough,Current,Primary,,,,113-119,Borough Road,,London,SE1,ELO17725,Event - Interpretation,Primary,Desk Based Assessment at Borough Road,2011-06-01,2011-06-30,Full,"Museum of London Archaeology was commissioned to undertake a desk-based assessment at London South Bank University on Borough Road and London Road.   The assessment revealed that there was low potential for archaeological remains dating to the Prehistoric period; low to moderate potential for archaeological remains dating to the Roman period; low potential to contain archaeological remians dating to the early and later Medieval periods; and high potential for archaeological remains dating to the Post Medieval period. From the late 18th Century the site was occupied by terraced houses, with associated outbuildings or workshops to the rear. The signifiance of these remains is likley to be low.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
a8b9fc35-92ac-4e8d-b67d-4a98d1b3a2da,,,,,,,,Alternate,,,,123-131,London Road,,,,,,,,,,,,
a8bf00ee-bc5e-4b33-b65b-dbcb19477e0f,,Site Code,CAP90,Excavation,Enfield,Borough,Current,Primary,Capel Manor,,,,Bullsmoor Lane,,Enfield,EN1 4RQ,ELO7489,Event - Intervention,Primary,Excavation at Capel Manor,1990-01-01,1990-12-31,Full,"In 1990 an excavation was undertaken by Department of Greater London Archaeology at Capel Manor, Bullsmore Lane, Enfield.  Post Medieval features associated with Capel House were found but no evidence was found for the house itself.",
a8f4f47f-9a2e-4293-a75f-4c74b206cf1c,,Site Code,SKM05,Building Survey,City of London,Borough,Current,Primary,Church of St Edmund King and Martyr,,,,Lombard Street,,London,EC3,ELO16524,Event - Intervention,Primary,Building Survey at Church of St Edmund King and Martyr,2005-03-21,2005-03-21,Full,"An archaeological watching brief and standing building recording (SKM05) by the Museum of London Archaeology Service in March 2005 on the site of St Edmund King and Martyr, Lombard Street, London, EC3.  Brick vaults in floor area: York stone slabs survive around area of floor that has been removed - this was of timber.  Central area as exposed very unstable due to obvious presence of inhumations.  On the east side of the church, brick arched entrances give access to vaulted areas beneath central aisle, east aisle and chancel area.  Corresponding entrances must exist for the west side aisle but were not visible.  The vaults appear to be entirely built of yellow stock brick (London Stock), the bricks are in good condition and are bonded together with a pale grey mortar.  The vaults appear to be of one build, although only a small area (down to the level of ground reduction) was available for examination.   Wall masonry: The level of ground reduction is too high to see whether the 17th Century architects (Wren or Hooke) have reused any pre-existing Medieval foundations (ie whether the church was aligned N-S in the Medieval period).    On the west side of the church, brickwork behind panelling has been exposed to a height of 1.17m.  The elevation is of roughly coursed soft red brick, laid on end (the main axis of the brick projecting backwards into the wall), with a white friable mortar with frequent pebble and chalk inclusions.  The dimensions as visible are 100mm x 60mm.  It was not possible to see whether the bricks were frogged.  Patches of repair are visible in the form of later bricks and a hard grey mortar.  This elevation may represent the core of the wall of the original post-1666 rebuild of the church, which would have been faced with brick and plaster and has later been panelled.  On the east side, wall masonry is exposed in two places where panelling has been removed. Immediately opposite the area described above, the panelling again has been removed to a height of 1.17m.  The wall as visible shows a series of rebuilds, all of brick, no reused Medieval stone is visible.  A sketch elevation was drawn.  The core of the original wall (coursed soft red brick with a friable white mortar) was observed and tiles (reused Medieval?) were visible associated with this brickwork but partly hidden under a later hard grey cement.  This cement (or repointing) was used for an area of rebuild or repair at the northern end of the elevation, of yellow stock bricks.  A small area of underpinning or patching was visible at the base of the wall, while the southern half of the elevation appeared to represent alterations to the face of the wall, including a brick and rubble infill with plaster on the internal face and a 'buttress' of bricks set of edge associated with this.  Further to the south (in the next 'bay') masonry was exposed along the length of the area to a height of 0.40m.  The brickwork is similar to that in the elevation to the north (original material), however there is no coursing or if there is, it is very rough.  There is one large piece of possible reused Medieval masonry (unmoulded), which is roughly hewn ragstone.  No archive has been deposited.",
